case_id,chemical_id,chemical_name,casrn,dtxsid,smiles,inchikey,endpoint,endpoint_code,effect,measurement,species,common_name,phylum,class_name,order,family,genus,species_group,duration_h,medium,temperature_c,ph,ctx_hardness,study_year,source,structure_source,chemical_class,toxicity_value,toxicity_unit,molar_concentration,target_log_molar,physchem_mol_wt,physchem_logp,known_ood,is_hard_ood,case_row_count,document_count,asset_ids,document_keys,document_urls,case_spread_log_molar,species_canon,regulatory_species,regulatory_taxon,study_type,nominal_or_measured,conc_based_on,basis_for_effect,freshwater_keyword_flag,standard_species_flag,mech_cytotox_hit_rate,mech_cytotox_lower_log10_um,mech_cytotox_lower_um,mech_cytotox_median_log10_um,mech_cytotox_median_um,mech_cytotox_nhit,mech_cytotox_ntested,mech_feature_count,mech_h295r_active_endpoint_count,mech_h295r_andr_max_abs,mech_h295r_bmd_min,mech_h295r_cort_max_abs,mech_h295r_cortic_max_abs,mech_h295r_critical_val,mech_h295r_doc_max_abs,mech_h295r_e1_max_abs,mech_h295r_e2_max_abs,mech_h295r_maxmmd_max,mech_h295r_mean_abs,mech_h295r_mmd_max,mech_h295r_ohpreg_max_abs,mech_h295r_ohprog_max_abs,mech_h295r_prog_max_abs,mech_h295r_testo_max_abs,mech_h295r_x11dcort_max_abs,mech_lit_ar_agonist,mech_lit_ar_antagonist,mech_lit_ar_binding,mech_lit_er_agonist,mech_lit_er_antagonist,mech_lit_er_binding,mech_toxcast_ar_auc_agonist,mech_toxcast_ar_auc_antagonist,mech_toxcast_er_auc_agonist,mech_toxcast_er_auc_antagonist,external_subset
51-03-6__daphnia_48h_ec50__Daphnia magna,51-03-6,Piperonyl butoxide,51-03-6,,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,FIPWRIJSWJWJAI-UHFFFAOYSA-N,daphnia_48h_ec50,EC50,ITX,IMBL,Daphnia magna,Water Flea,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Crustaceans;Standard Test Species,48.0,FW,20.0,7.6,165.7,,echa_pmra_main,dsstox_casrn,unclassified,2.9753814515843067e-06,M,2.9753814515843067e-06,-5.52645734869222,338.444,3.7177000000000016,False,False,1,1,a02cf2aa-b45c-41e5-9890-81046d89d7c1,IUC5-4cf6b407-619d-4b87-9fdd-5ee8a3f0446b_1771999e-ceb9-41d3-b1ab-d92abea29f4c,https://chem.echa.europa.eu/html-pages-prod/a02cf2aa-b45c-41e5-9890-81046d89d7c1/documents/IUC5-4cf6b407-619d-4b87-9fdd-5ee8a3f0446b_1771999e-ceb9-41d3-b1ab-d92abea29f4c.html,0.0,Daphnia magna,Daphnia magna,freshwater aquatic invertebrates,semi-static,nominal,test mat.,mobility,True,True,0.1494252873563218,0.722657453740215,5.28028609190537,1.24825811379161,17.7116129803641,13.0,87.0,31.0,1.0,0.417258861650884,3.77793375691131,0.586505977878228,1.13226821549951,1.64273648916556,0.977587840841251,0.730611215542499,0.58174936614144,3.94170530751549,0.2822131436125206,3.94170530751549,0.804511041809953,0.559458253297397,0.360402242701998,0.574736275052111,0.413128079449935,,,,0.0,0.0,0.0,0.0,0.0,0.00231,0.0,pmra_selected
51-03-6__fish_96h_lc50__Oncorhynchus mykiss,51-03-6,Piperonyl butoxide,51-03-6,,CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,FIPWRIJSWJWJAI-UHFFFAOYSA-N,fish_96h_lc50,LC50,MOR,MORT,Oncorhynchus mykiss,Rainbow Trout,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Fish;Standard Test Species;U.S. Threatened and Endangered Species,96.0,FW,13.4,7.55,66.0,,echa_pmra_main,dsstox_casrn,unclassified,2.0889718830884884e-05,M,2.0889718830884884e-05,-4.680067405448938,338.444,3.7177000000000016,False,False,1,1,a02cf2aa-b45c-41e5-9890-81046d89d7c1,IUC5-6e022e3c-ddf9-4f77-a057-b4038ced4bde_1771999e-ceb9-41d3-b1ab-d92abea29f4c,https://chem.echa.europa.eu/html-pages-prod/a02cf2aa-b45c-41e5-9890-81046d89d7c1/documents/IUC5-6e022e3c-ddf9-4f77-a057-b4038ced4bde_1771999e-ceb9-41d3-b1ab-d92abea29f4c.html,0.0,Oncorhynchus mykiss,Oncorhynchus mykiss (previous name: Salmo gairdneri),freshwater fish,semi-static,nominal,test mat.,mortality (fish),True,True,0.1494252873563218,0.722657453740215,5.28028609190537,1.24825811379161,17.7116129803641,13.0,87.0,31.0,1.0,0.417258861650884,3.77793375691131,0.586505977878228,1.13226821549951,1.64273648916556,0.977587840841251,0.730611215542499,0.58174936614144,3.94170530751549,0.2822131436125206,3.94170530751549,0.804511041809953,0.559458253297397,0.360402242701998,0.574736275052111,0.413128079449935,,,,0.0,0.0,0.0,0.0,0.0,0.00231,0.0,pmra_selected
55406-53-6__algae_72_96h_ec50__Desmodesmus subspicatus,55406-53-6,Iodocarb,55406-53-6,,CCCCNC(=O)OCC#CI,WYVVKGNFXHOCQV-UHFFFAOYSA-N,algae_72_96h_ec50,EC50,POP,ABND,Desmodesmus subspicatus,Green Algae,Chlorophyta,Chlorophyceae,Chlorococcales,Scenedesmaceae,Desmodesmus,Algae;Standard Test Species,72.0,FW,24.0,7.3,,,echa_pmra_main,dsstox_casrn,unclassified,1.2147845075447526e-07,M,1.2147845075447526e-07,-6.915500755386246,281.093,1.9086,False,False,2,1,de06560d-d9a6-490c-9f23-fdc6027da82f,81599e2b-921c-412a-aeb1-21427bdf8d4a_4590887c-6f9f-4956-98f4-e2232e5b65a9,https://chem.echa.europa.eu/html-pages-prod/de06560d-d9a6-490c-9f23-fdc6027da82f/documents/81599e2b-921c-412a-aeb1-21427bdf8d4a_4590887c-6f9f-4956-98f4-e2232e5b65a9.html,0.3818531887785825,Desmodesmus subspicatus,Desmodesmus subspicatus (previous name: Scenedesmus subspicatus),aquatic algae and cyanobacteria,static,nominal,test mat.,biomass,False,True,0.7701149425287356,0.901274823604029,7.96663323264537,1.42687548365543,26.7224014224209,67.0,87.0,13.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.25,0.0,0.112,0.0,0.0283,pmra_selected
55406-53-6__fish_96h_lc50__Lepomis macrochirus,55406-53-6,Iodocarb,55406-53-6,,CCCCNC(=O)OCC#CI,WYVVKGNFXHOCQV-UHFFFAOYSA-N,fish_96h_lc50,LC50,MOR,MORT,Lepomis macrochirus,Bluegill,Chordata,Actinopterygii,Perciformes,Centrarchidae,Lepomis,Fish;Standard Test Species,96.0,FW,23.0,7.83,21.0,,echa_pmra_main,dsstox_casrn,unclassified,8.18234534477913e-07,M,8.18234534477913e-07,-6.08712219458015,281.093,1.9086,False,False,1,1,de06560d-d9a6-490c-9f23-fdc6027da82f,23a6b9c7-867d-4a8c-b9d9-d73e28f67f0c_4590887c-6f9f-4956-98f4-e2232e5b65a9,https://chem.echa.europa.eu/html-pages-prod/de06560d-d9a6-490c-9f23-fdc6027da82f/documents/23a6b9c7-867d-4a8c-b9d9-d73e28f67f0c_4590887c-6f9f-4956-98f4-e2232e5b65a9.html,0.0,Lepomis macrochirus,Lepomis macrochirus,freshwater fish,flow-through,meas. (geom. mean),test mat.,mortality (fish),True,True,0.7701149425287356,0.901274823604029,7.96663323264537,1.42687548365543,26.7224014224209,67.0,87.0,13.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.25,0.0,0.112,0.0,0.0283,pmra_selected
55406-53-6__fish_96h_lc50__Oncorhynchus mykiss,55406-53-6,Iodocarb,55406-53-6,,CCCCNC(=O)OCC#CI,WYVVKGNFXHOCQV-UHFFFAOYSA-N,fish_96h_lc50,LC50,MOR,MORT,Oncorhynchus mykiss,Rainbow Trout,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Fish;Standard Test Species;U.S. Threatened and Endangered Species,96.0,FW,13.4,7.55,66.0,,echa_pmra_main,dsstox_casrn,unclassified,2.383552774348705e-07,M,2.383552774348705e-07,-6.622775227896916,281.093,1.9086,False,False,1,1,de06560d-d9a6-490c-9f23-fdc6027da82f,34f04151-ad8f-4741-b51b-fbf1a7b60d63_4590887c-6f9f-4956-98f4-e2232e5b65a9,https://chem.echa.europa.eu/html-pages-prod/de06560d-d9a6-490c-9f23-fdc6027da82f/documents/34f04151-ad8f-4741-b51b-fbf1a7b60d63_4590887c-6f9f-4956-98f4-e2232e5b65a9.html,0.0,Oncorhynchus mykiss,Oncorhynchus mykiss (previous name: Salmo gairdneri),freshwater fish,flow-through,meas. (geom. mean),test mat.,mortality (fish),True,True,0.7701149425287356,0.901274823604029,7.96663323264537,1.42687548365543,26.7224014224209,67.0,87.0,13.0,,,,,,,,,,,,,,,,,,,,,0.0,,0.25,0.0,0.112,0.0,0.0283,pmra_selected
732-11-6__daphnia_48h_ec50__Daphnia magna,732-11-6,Phosmet,732-11-6,,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,LMNZTLDVJIUSHT-UHFFFAOYSA-N,daphnia_48h_ec50,EC50,ITX,IMBL,Daphnia magna,Water Flea,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Crustaceans;Standard Test Species,48.0,FW,20.0,7.6,165.7,,echa_pmra_main,dsstox_casrn,unclassified,2.489678862941601e-09,M,2.489678862941601e-09,-8.603856667782503,317.31,2.4906000000000006,False,False,1,1,cc07a2ae-edf7-4bec-8028-9b92bcc8c28a,3c068993-9f2d-43de-85a8-2a54c266377f_d16a610e-5819-4abd-be9c-4c0400dd1c20,https://chem.echa.europa.eu/html-pages-prod/cc07a2ae-edf7-4bec-8028-9b92bcc8c28a/documents/3c068993-9f2d-43de-85a8-2a54c266377f_d16a610e-5819-4abd-be9c-4c0400dd1c20.html,0.0,Daphnia magna,Daphnia magna,freshwater aquatic invertebrates,other: Continuous Flow,nominal,act. ingr.,mobility,True,True,0.0344827586206896,3.0,1000.0,3.0,1000.0,3.0,87.0,30.0,0.0,0.412264574961462,0.048558438195382,0.267923696548129,0.425996221441014,1.64273648916556,0.297702339787542,0.66256746049272,0.625769383497982,3.24004277209613,0.2914183054215751,3.24004277209613,0.455181914291655,0.758382216334249,0.641405982310488,0.544642256023452,0.164558784151724,,,,0.0,0.0,,0.0,0.0,0.0,0.0,pmra_selected
732-11-6__fish_96h_lc50__Oncorhynchus mykiss,732-11-6,Phosmet,732-11-6,,COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,LMNZTLDVJIUSHT-UHFFFAOYSA-N,fish_96h_lc50,LC50,MOR,MORT,Oncorhynchus mykiss,Rainbow Trout,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Fish;Standard Test Species;U.S. Threatened and Endangered Species,96.0,FW,13.4,7.55,66.0,,echa_pmra_main,dsstox_casrn,unclassified,7.595096278087678e-07,M,7.595096278087678e-07,-6.119466716498076,317.31,2.4906000000000006,False,False,1,1,cc07a2ae-edf7-4bec-8028-9b92bcc8c28a,f2c22304-c99a-4772-91a1-790049c7f110_d16a610e-5819-4abd-be9c-4c0400dd1c20,https://chem.echa.europa.eu/html-pages-prod/cc07a2ae-edf7-4bec-8028-9b92bcc8c28a/documents/f2c22304-c99a-4772-91a1-790049c7f110_d16a610e-5819-4abd-be9c-4c0400dd1c20.html,0.0,Oncorhynchus mykiss,Oncorhynchus mykiss (previous name: Salmo gairdneri),freshwater fish,flow-through,nominal,act. ingr.,mortality (fish),True,True,0.0344827586206896,3.0,1000.0,3.0,1000.0,3.0,87.0,30.0,0.0,0.412264574961462,0.048558438195382,0.267923696548129,0.425996221441014,1.64273648916556,0.297702339787542,0.66256746049272,0.625769383497982,3.24004277209613,0.2914183054215751,3.24004277209613,0.455181914291655,0.758382216334249,0.641405982310488,0.544642256023452,0.164558784151724,,,,0.0,0.0,,0.0,0.0,0.0,0.0,pmra_selected
759-94-4__fish_96h_lc50__Carassius carassius,759-94-4,EPTC / S-ethyl dipropylthiocarbamate,759-94-4,,CCCN(CCC)C(=O)SCC,GUVLYNGULCJVDO-UHFFFAOYSA-N,fish_96h_lc50,LC50,MOR,MORT,Carassius carassius,Crucian Carp,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Carassius,Fish,96.0,FW/,14.0,,,,echa_pmra_main,dsstox_casrn,unclassified,0.0008979505598985,M,0.0008979505598985,-3.046747574417682,189.32,2.9815000000000014,False,False,1,1,2e7e558b-5a2e-484b-b0bd-88283df48c60,f4fc7e61-969d-4c70-b31a-dde1a96e3460_58e87817-88c8-4135-af51-0ed65c3141e7,https://chem.echa.europa.eu/html-pages-prod/2e7e558b-5a2e-484b-b0bd-88283df48c60/documents/f4fc7e61-969d-4c70-b31a-dde1a96e3460_58e87817-88c8-4135-af51-0ed65c3141e7.html,0.0,Carassius carassius,Carassius carassius,freshwater fish,static,not specified,not specified,not specified,True,False,0.0,3.0,1000.0,3.0,1000.0,0.0,87.0,31.0,0.0,0.322909600581216,5.66584834191171e-06,0.452784169300659,0.299965348496155,1.64273648916556,0.665690908942458,0.441067428418174,0.851210041134667,1.9037467769353,0.2043073629675745,1.9037467769353,0.259537456878191,0.449637029251567,0.188437429653651,0.41675173506422,0.305488825714264,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pmra_selected
759-94-4__fish_96h_lc50__Oncorhynchus mykiss,759-94-4,EPTC / S-ethyl dipropylthiocarbamate,759-94-4,,CCCN(CCC)C(=O)SCC,GUVLYNGULCJVDO-UHFFFAOYSA-N,fish_96h_lc50,LC50,MOR,MORT,Oncorhynchus mykiss,Rainbow Trout,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Fish;Standard Test Species;U.S. Threatened and Endangered Species,96.0,FW,13.4,7.55,66.0,,echa_pmra_main,dsstox_casrn,unclassified,3.53898161842383e-05,M,3.53898161842383e-05,-4.45112169309513,189.32,2.9815000000000014,False,False,1,1,2e7e558b-5a2e-484b-b0bd-88283df48c60,fd0e337f-76a5-4f29-97ea-c80a7f4a1117_58e87817-88c8-4135-af51-0ed65c3141e7,https://chem.echa.europa.eu/html-pages-prod/2e7e558b-5a2e-484b-b0bd-88283df48c60/documents/fd0e337f-76a5-4f29-97ea-c80a7f4a1117_58e87817-88c8-4135-af51-0ed65c3141e7.html,0.0,Oncorhynchus mykiss,Oncorhynchus mykiss (previous name: Salmo gairdneri),freshwater fish,other: dynamic,not specified,not specified,not specified,True,True,0.0,3.0,1000.0,3.0,1000.0,0.0,87.0,31.0,0.0,0.322909600581216,5.66584834191171e-06,0.452784169300659,0.299965348496155,1.64273648916556,0.665690908942458,0.441067428418174,0.851210041134667,1.9037467769353,0.2043073629675745,1.9037467769353,0.259537456878191,0.449637029251567,0.188437429653651,0.41675173506422,0.305488825714264,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pmra_selected
8018-01-7__daphnia_48h_ec50__Daphnia magna,8018-01-7,Mancozeb,8018-01-7,,[Mn++].[Zn++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S,CHNQZRKUZPNOOH-UHFFFAOYSA-J,daphnia_48h_ec50,EC50,ITX,IMBL,Daphnia magna,Water Flea,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Crustaceans;Standard Test Species,48.0,FW,20.0,7.6,165.7,,echa_pmra_main,dsstox_casrn,unclassified,1.3493281085377348e-07,M,1.3493281085377348e-07,-6.8698824325363566,541.01,-0.3465999999999999,False,False,1,1,2f3e3a50-e851-4485-86ef-b63e098cea65,c2ff7bae-a3c9-4a69-972c-3b9c14713785_c468605a-6465-4116-a3ec-a9efd7388b28,https://chem.echa.europa.eu/html-pages-prod/2f3e3a50-e851-4485-86ef-b63e098cea65/documents/c2ff7bae-a3c9-4a69-972c-3b9c14713785_c468605a-6465-4116-a3ec-a9efd7388b28.html,0.0,Daphnia magna,Daphnia magna,freshwater aquatic invertebrates,static,meas. (initial),test mat.,mortality,True,True,0.1149425287356321,0.278823169070548,1.90030437874857,0.804423829121944,6.37417274660218,10.0,87.0,24.0,1.0,0.413452118069151,1.19160163415364,0.497605984507919,0.431248238125033,1.64273648916556,0.296679751176511,0.390710584578243,0.492472827138855,2.61298728902468,0.2920769151493828,2.61298728902468,0.224541578400026,0.65629069737593,0.801932873677032,1.00318231895631,0.531773854299305,,,,,,,,,,,pmra_selected
8018-01-7__fish_96h_lc50__Oncorhynchus mykiss,8018-01-7,Mancozeb,8018-01-7,,[Mn++].[Zn++].[S-]C(=S)NCCNC([S-])=S.[S-]C(=S)NCCNC([S-])=S,CHNQZRKUZPNOOH-UHFFFAOYSA-J,fish_96h_lc50,LC50,MOR,MORT,Oncorhynchus mykiss,Rainbow Trout,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Fish;Standard Test Species;U.S. Threatened and Endangered Species,96.0,FW,13.4,7.55,66.0,,echa_pmra_main,dsstox_casrn,unclassified,1.3678120552300326e-07,M,1.3678120552300326e-07,-6.863973572925836,541.01,-0.3465999999999999,False,False,1,1,2f3e3a50-e851-4485-86ef-b63e098cea65,bf9bc800-6f14-46a8-aa54-027f270dcf16_c468605a-6465-4116-a3ec-a9efd7388b28,https://chem.echa.europa.eu/html-pages-prod/2f3e3a50-e851-4485-86ef-b63e098cea65/documents/bf9bc800-6f14-46a8-aa54-027f270dcf16_c468605a-6465-4116-a3ec-a9efd7388b28.html,0.0,Oncorhynchus mykiss,Oncorhynchus mykiss (previous name: Salmo gairdneri),freshwater fish,semi-static,meas. (arithm. mean),test mat.,mortality (fish),True,True,0.1149425287356321,0.278823169070548,1.90030437874857,0.804423829121944,6.37417274660218,10.0,87.0,24.0,1.0,0.413452118069151,1.19160163415364,0.497605984507919,0.431248238125033,1.64273648916556,0.296679751176511,0.390710584578243,0.492472827138855,2.61298728902468,0.2920769151493828,2.61298728902468,0.224541578400026,0.65629069737593,0.801932873677032,1.00318231895631,0.531773854299305,,,,,,,,,,,pmra_selected
81335-77-5__algae_72_96h_ec50__Raphidocelis subcapitata,81335-77-5,Imazethapyr,81335-77-5,,CCC1=CN=C(C2=NC(C)(C(C)C)C(=O)N2)C(=C1)C(O)=O,XVOKUMIPKHGGTN-UHFFFAOYNA-N,algae_72_96h_ec50,EC50,POP,ABND,Raphidocelis subcapitata,Green Algae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Raphidocelis,Algae;Standard Test Species,84.0,FW,24.0,7.5,,,echa_pmra_main,dsstox_casrn,unclassified,0.0002274537596042,M,0.0002274537596042,-3.643106880281027,289.335,1.6333000000000002,False,False,2,1,dc3716cf-3291-46aa-98b5-0e6d237fce79,ee1259f8-2945-42d4-84e3-fb403dc67344_317a2ebd-ddd8-4212-b369-8f39d9a89401,https://chem.echa.europa.eu/html-pages-prod/dc3716cf-3291-46aa-98b5-0e6d237fce79/documents/ee1259f8-2945-42d4-84e3-fb403dc67344_317a2ebd-ddd8-4212-b369-8f39d9a89401.html,0.0659285137083078,Raphidocelis subcapitata,"Raphidocelis subcapitata (previous names: Pseudokirchneriella subcapitata, Selenastrum capricornutum)",aquatic algae and cyanobacteria,static,meas. (arithm. mean),test mat.,growth rate,False,True,0.0,3.0,1000.0,3.0,1000.0,0.0,87.0,14.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pmra_selected
88671-89-0__algae_72_96h_ec50__Raphidocelis subcapitata,88671-89-0,Myclobutanil,88671-89-0,,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,HZJKXKUJVSEEFU-UHFFFAOYNA-N,algae_72_96h_ec50,EC50,POP,ABND,Raphidocelis subcapitata,Green Algae,Chlorophyta,Chlorophyceae,Sphaeropleales,Selenastraceae,Raphidocelis,Algae;Standard Test Species,72.0,FW,24.0,7.5,,,echa_pmra_main,dsstox_casrn,unclassified,4.023460779355312e-06,M,4.023460779355312e-06,-5.395400227813498,288.78,3.583280000000002,False,False,2,1,eb8edaaf-3ba6-428b-8a50-84cd3d5580ed,636511ba-71b5-494d-8327-7be25ed58c03_75d5a6e2-5fff-453a-8d48-cff96737985c,https://chem.echa.europa.eu/html-pages-prod/eb8edaaf-3ba6-428b-8a50-84cd3d5580ed/documents/636511ba-71b5-494d-8327-7be25ed58c03_75d5a6e2-5fff-453a-8d48-cff96737985c.html,0.6655462488490693,Raphidocelis subcapitata,"Raphidocelis subcapitata (previous names: Pseudokirchneriella subcapitata, Selenastrum capricornutum)",aquatic algae and cyanobacteria,static,meas. (arithm. mean),act. ingr.,growth rate,False,True,0.1149425287356321,1.32509471152128,21.139500026141,1.85069537157267,70.9080221307287,10.0,87.0,30.0,9.0,3.87969262820592,0.0041640668770655,4.35763015978953,0.337270499961892,1.64273648916556,1.90499004272036,5.03881403991727,1.81550182572793,16.4264258200079,1.1714215419821676,16.4264258200079,1.47673022067715,1.11315763677043,0.847611143182062,1.89108036114906,3.0599610126686,,,,0.0,0.0,,0.0,0.0,0.0,0.0,pmra_selected
88671-89-0__daphnia_48h_ec50__Daphnia magna,88671-89-0,Myclobutanil,88671-89-0,,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,HZJKXKUJVSEEFU-UHFFFAOYNA-N,daphnia_48h_ec50,EC50,ITX,IMBL,Daphnia magna,Water Flea,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Crustaceans;Standard Test Species,48.0,FW,20.0,7.6,165.7,,echa_pmra_main,dsstox_casrn,unclassified,5.886834268301127e-05,M,5.886834268301127e-05,-4.230118190682728,288.78,3.583280000000002,False,False,1,1,eb8edaaf-3ba6-428b-8a50-84cd3d5580ed,bc6a8713-b1e2-438a-9ccd-378451f669d2_75d5a6e2-5fff-453a-8d48-cff96737985c,https://chem.echa.europa.eu/html-pages-prod/eb8edaaf-3ba6-428b-8a50-84cd3d5580ed/documents/bc6a8713-b1e2-438a-9ccd-378451f669d2_75d5a6e2-5fff-453a-8d48-cff96737985c.html,0.0,Daphnia magna,Daphnia magna,freshwater aquatic invertebrates,static,meas. (arithm. mean),act. ingr.,mobility,True,True,0.1149425287356321,1.32509471152128,21.139500026141,1.85069537157267,70.9080221307287,10.0,87.0,30.0,9.0,3.87969262820592,0.0041640668770655,4.35763015978953,0.337270499961892,1.64273648916556,1.90499004272036,5.03881403991727,1.81550182572793,16.4264258200079,1.1714215419821676,16.4264258200079,1.47673022067715,1.11315763677043,0.847611143182062,1.89108036114906,3.0599610126686,,,,0.0,0.0,,0.0,0.0,0.0,0.0,pmra_selected
88671-89-0__fish_96h_lc50__Oncorhynchus mykiss,88671-89-0,Myclobutanil,88671-89-0,,CCCCC(CN1C=NC=N1)(C#N)C1=CC=C(Cl)C=C1,HZJKXKUJVSEEFU-UHFFFAOYNA-N,fish_96h_lc50,LC50,MOR,MORT,Oncorhynchus mykiss,Rainbow Trout,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Oncorhynchus,Fish;Standard Test Species;U.S. Threatened and Endangered Species,96.0,FW,13.4,7.55,66.0,,echa_pmra_main,dsstox_casrn,unclassified,7.9645404806427e-06,M,7.9645404806427e-06,-5.098839276043409,288.78,3.583280000000002,False,False,1,1,eb8edaaf-3ba6-428b-8a50-84cd3d5580ed,34c530e2-ac0f-40bf-8857-34d39f283379_75d5a6e2-5fff-453a-8d48-cff96737985c,https://chem.echa.europa.eu/html-pages-prod/eb8edaaf-3ba6-428b-8a50-84cd3d5580ed/documents/34c530e2-ac0f-40bf-8857-34d39f283379_75d5a6e2-5fff-453a-8d48-cff96737985c.html,0.0,Oncorhynchus mykiss,Oncorhynchus mykiss (previous name: Salmo gairdneri),freshwater fish,static,meas. (arithm. mean),act. ingr.,mortality (fish),True,True,0.1149425287356321,1.32509471152128,21.139500026141,1.85069537157267,70.9080221307287,10.0,87.0,30.0,9.0,3.87969262820592,0.0041640668770655,4.35763015978953,0.337270499961892,1.64273648916556,1.90499004272036,5.03881403991727,1.81550182572793,16.4264258200079,1.1714215419821676,16.4264258200079,1.47673022067715,1.11315763677043,0.847611143182062,1.89108036114906,3.0599610126686,,,,0.0,0.0,,0.0,0.0,0.0,0.0,pmra_selected
915972-17-7__daphnia_48h_ec50__Daphnia magna,915972-17-7,Afidopyropen,915972-17-7,,[H][C@@]12C[C@H](O)[C@@]3(C)OC4=C([C@H](O)[C@]3([H])[C@@]1(C)CC[C@H](OC(=O)C1CC1)[C@@]2(C)COC(=O)C1CC1)C(=O)OC(=C4)C1=CN=CC=C1,LRZWFURXIMFONG-HRSIRGMGSA-N,daphnia_48h_ec50,EC50,ITX,IMBL,Daphnia magna,Water Flea,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,Crustaceans;Standard Test Species,48.0,FW,20.0,7.6,165.7,,echa_pmra_main,dsstox_casrn,unclassified,1.347543176125578e-05,M,1.347543176125578e-05,-4.870457310851661,593.673,3.964700000000003,False,False,1,1,e5ff4448-3f01-424d-8e55-fbd7cd6f1fc4,978a815e-b025-46d9-bada-4b7db224eb98_94c8fe72-308c-402a-ba72-d683850943cc,https://chem.echa.europa.eu/html-pages-prod/e5ff4448-3f01-424d-8e55-fbd7cd6f1fc4/documents/978a815e-b025-46d9-bada-4b7db224eb98_94c8fe72-308c-402a-ba72-d683850943cc.html,0.0,Daphnia magna,Daphnia magna,freshwater aquatic invertebrates,static,meas. (arithm. mean),test mat.,mobility,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmra_selected
915972-17-7__fish_96h_lc50__Cyprinus carpio,915972-17-7,Afidopyropen,915972-17-7,,[H][C@@]12C[C@H](O)[C@@]3(C)OC4=C([C@H](O)[C@]3([H])[C@@]1(C)CC[C@H](OC(=O)C1CC1)[C@@]2(C)COC(=O)C1CC1)C(=O)OC(=C4)C1=CN=CC=C1,LRZWFURXIMFONG-HRSIRGMGSA-N,fish_96h_lc50,LC50,MOR,MORT,Cyprinus carpio,Common Carp,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Cyprinus,Fish;Standard Test Species,96.0,FW,24.2,7.55,75.6,,echa_pmra_main,dsstox_casrn,unclassified,3.0319721462825515e-05,M,3.0319721462825515e-05,-4.518274792740298,593.673,3.964700000000003,False,False,1,1,e5ff4448-3f01-424d-8e55-fbd7cd6f1fc4,b42568c8-1ecf-41b2-a911-6411991537de_94c8fe72-308c-402a-ba72-d683850943cc,https://chem.echa.europa.eu/html-pages-prod/e5ff4448-3f01-424d-8e55-fbd7cd6f1fc4/documents/b42568c8-1ecf-41b2-a911-6411991537de_94c8fe72-308c-402a-ba72-d683850943cc.html,0.0,Cyprinus carpio,Cyprinus carpio,freshwater fish,semi-static,nominal,test mat.,mortality (fish),True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pmra_selected
